county,state,2019
Barbour,Alabama,24686.0
Bibb,Alabama,22394.0
Blount,Alabama,57826.0
Bullock,Alabama,10101.0
Butler,Alabama,19448.0
Calhoun,Alabama,113605.0
Chambers,Alabama,33254.0
Cherokee,Alabama,26196.0
Chilton,Alabama,44428.0
Choctaw,Alabama,12589.0
Clarke,Alabama,23622.0
Clay,Alabama,13235.0
Cleburne,Alabama,14910.0
Coffee,Alabama,52342.0
Colbert,Alabama,55241.0
Conecuh,Alabama,12067.0
Coosa,Alabama,10663.0
Covington,Alabama,37049.0
Crenshaw,Alabama,13772.0
Cullman,Alabama,83768.0
Dale,Alabama,49172.0
Dallas,Alabama,37196.0
DeKalb,Alabama,71513.0
Elmore,Alabama,81209.0
Escambia,Alabama,36633.0
Etowah,Alabama,102268.0
Fayette,Alabama,16302.0
Franklin,Alabama,31362.0
Geneva,Alabama,26271.0
Greene,Alabama,8111.0
Hale,Alabama,14651.0
Henry,Alabama,17205.0
Houston,Alabama,105882.0
Jackson,Alabama,51626.0
Jefferson,Alabama,658573.0
Lamar,Alabama,13805.0
Lauderdale,Alabama,92729.0
Lawrence,Alabama,32924.0
Lee,Alabama,164542.0
Limestone,Alabama,98915.0
Lowndes,Alabama,9726.0
Macon,Alabama,18068.0
Madison,Alabama,372909.0
Marengo,Alabama,18863.0
Marion,Alabama,29709.0
Marshall,Alabama,96774.0
Mobile,Alabama,413210.0
Monroe,Alabama,20733.0
Montgomery,Alabama,226486.0
Morgan,Alabama,119679.0
Perry,Alabama,8923.0
Pickens,Alabama,19930.0
Pike,Alabama,33114.0
Randolph,Alabama,22722.0
Russell,Alabama,57961.0
St. Clair,Alabama,89512.0
Shelby,Alabama,217702.0
Sumter,Alabama,12427.0
Talladega,Alabama,79978.0
Tallapoosa,Alabama,40367.0
Tuscaloosa,Alabama,209355.0
Walker,Alabama,63521.0
Washington,Alabama,16326.0
Wilcox,Alabama,10373.0
Winston,Alabama,23629.0
Aleutians East Borough,Alaska,3337.0
Aleutians West Census Area,Alaska,5634.0
Anchorage,Alaska,288000.0
Bethel Census Area,Alaska,18386.0
Bristol Bay Borough,Alaska,836.0
Denali Borough,Alaska,2097.0
Dillingham Census Area,Alaska,4916.0
Fairbanks North Star Borough,Alaska,96849.0
Haines Borough,Alaska,2530.0
Hoonah-Angoon Census Area,Alaska,2148.0
Juneau City and Borough,Alaska,31974.0
Kenai Peninsula Borough,Alaska,58708.0
Ketchikan Gateway Borough,Alaska,13901.0
Kodiak Island Borough,Alaska,12998.0
Kusilvak Census Area,Alaska,8314.0
Lake and Peninsula Borough,Alaska,1592.0
Matanuska-Susitna Borough,Alaska,108317.0
Nome Census Area,Alaska,10004.0
North Slope Borough,Alaska,9832.0
Northwest Arctic Borough,Alaska,7621.0
Petersburg Borough,Alaska,3266.0
Prince of Wales-Hyder Census Area,Alaska,6203.0
Sitka City and Borough,Alaska,8493.0
Skagway,Alaska,1183.0
Southeast Fairbanks Census Area,Alaska,6893.0
Valdez-Cordova Census Area,Alaska,9202.0
Wrangell City and Borough,Alaska,2502.0
Yakutat City and Borough,Alaska,579.0
Yukon-Koyukuk Census Area,Alaska,5230.0
Apache,Arizona,71887.0
Cochise,Arizona,125922.0
Coconino,Arizona,143476.0
Gila,Arizona,54018.0
Graham,Arizona,38837.0
Greenlee,Arizona,9498.0
La Paz,Arizona,21108.0
Maricopa,Arizona,4485414.0
Mohave,Arizona,212181.0
Navajo,Arizona,110924.0
Pima,Arizona,1047279.0
Pinal,Arizona,462789.0
Santa Cruz,Arizona,46498.0
Yavapai,Arizona,235099.0
Yuma,Arizona,213787.0
Arkansas,Arkansas,17486.0
Ashley,Arkansas,19657.0
Baxter,Arkansas,41932.0
Benton,Arkansas,279141.0
Boone,Arkansas,37432.0
Bradley,Arkansas,10763.0
Calhoun,Arkansas,5189.0
Carroll,Arkansas,28380.0
Chicot,Arkansas,10118.0
Clark,Arkansas,22320.0
Clay,Arkansas,14551.0
Cleburne,Arkansas,24919.0
Cleveland,Arkansas,7956.0
Columbia,Arkansas,23457.0
Conway,Arkansas,20846.0
Craighead,Arkansas,110332.0
Crawford,Arkansas,63257.0
Crittenden,Arkansas,47955.0
Cross,Arkansas,16419.0
Dallas,Arkansas,7009.0
Desha,Arkansas,11361.0
Drew,Arkansas,18219.0
Faulkner,Arkansas,126007.0
Franklin,Arkansas,17715.0
Fulton,Arkansas,12477.0
Garland,Arkansas,99386.0
Grant,Arkansas,18265.0
Greene,Arkansas,45325.0
Hempstead,Arkansas,21532.0
Hot Spring,Arkansas,33771.0
Howard,Arkansas,13202.0
Independence,Arkansas,37825.0
Izard,Arkansas,13629.0
Jackson,Arkansas,16719.0
Jefferson,Arkansas,66824.0
Johnson,Arkansas,26578.0
Lafayette,Arkansas,6624.0
Lawrence,Arkansas,16406.0
Lee,Arkansas,8857.0
Lincoln,Arkansas,13024.0
Little River,Arkansas,12259.0
Logan,Arkansas,21466.0
Lonoke,Arkansas,73309.0
Madison,Arkansas,16576.0
Marion,Arkansas,16694.0
Miller,Arkansas,43257.0
Mississippi,Arkansas,40651.0
Monroe,Arkansas,6701.0
Montgomery,Arkansas,8986.0
Nevada,Arkansas,8252.0
Newton,Arkansas,7753.0
Ouachita,Arkansas,23382.0
Perry,Arkansas,10455.0
Phillips,Arkansas,17782.0
Pike,Arkansas,10718.0
Poinsett,Arkansas,23528.0
Polk,Arkansas,19964.0
Pope,Arkansas,64072.0
Prairie,Arkansas,8062.0
Pulaski,Arkansas,391911.0
Randolph,Arkansas,17958.0
St. Francis,Arkansas,24994.0
Saline,Arkansas,122437.0
Scott,Arkansas,10281.0
Searcy,Arkansas,7881.0
Sebastian,Arkansas,127827.0
Sevier,Arkansas,17007.0
Sharp,Arkansas,17442.0
Stone,Arkansas,12506.0
Union,Arkansas,38682.0
Van Buren,Arkansas,16545.0
Washington,Arkansas,239187.0
White,Arkansas,78753.0
Woodruff,Arkansas,6320.0
Yell,Arkansas,21341.0
Alameda,California,1671329.0
Alpine,California,1129.0
Amador,California,39752.0
Butte,California,219186.0
Calaveras,California,45905.0
Colusa,California,21547.0
Contra Costa,California,1153526.0
Del Norte,California,27812.0
El Dorado,California,192843.0
Fresno,California,999101.0
Glenn,California,28393.0
Humboldt,California,135558.0
Imperial,California,181215.0
Inyo,California,18039.0
Kern,California,900202.0
Kings,California,152940.0
Lake,California,64386.0
Lassen,California,30573.0
Los Angeles,California,10039107.0
Madera,California,157327.0
Marin,California,258826.0
Mariposa,California,17203.0
Mendocino,California,86749.0
Merced,California,277680.0
Modoc,California,8841.0
Mono,California,14444.0
Monterey,California,434061.0
Napa,California,137744.0
Nevada,California,99755.0
Orange,California,3175692.0
Placer,California,398329.0
Plumas,California,18807.0
Riverside,California,2470546.0
Sacramento,California,1552058.0
San Benito,California,62808.0
San Bernardino,California,2180085.0
San Diego,California,3338330.0
San Francisco,California,881549.0
San Joaquin,California,762148.0
San Luis Obispo,California,283111.0
San Mateo,California,766573.0
Santa Barbara,California,446499.0
Santa Clara,California,1927852.0
Santa Cruz,California,273213.0
Shasta,California,180080.0
Sierra,California,3005.0
Siskiyou,California,43539.0
Solano,California,447643.0
Sonoma,California,494336.0
Stanislaus,California,550660.0
Sutter,California,96971.0
Tehama,California,65084.0
Trinity,California,12285.0
Tulare,California,466195.0
Tuolumne,California,54478.0
Ventura,California,846006.0
Yolo,California,220500.0
Yuba,California,78668.0
Adams,Colorado,517421.0
Alamosa,Colorado,16233.0
Arapahoe,Colorado,656590.0
Archuleta,Colorado,14029.0
Baca,Colorado,3581.0
Bent,Colorado,5577.0
Boulder,Colorado,326196.0
Broomfield,Colorado,70465.0
Chaffee,Colorado,20356.0
Cheyenne,Colorado,1831.0
Clear Creek,Colorado,9700.0
Conejos,Colorado,8205.0
Costilla,Colorado,3887.0
Crowley,Colorado,6061.0
Custer,Colorado,5068.0
Delta,Colorado,31162.0
Denver,Colorado,727211.0
Dolores,Colorado,2055.0
Douglas,Colorado,351154.0
Eagle,Colorado,55127.0
Elbert,Colorado,26729.0
El Paso,Colorado,720403.0
Fremont,Colorado,47839.0
Garfield,Colorado,60061.0
Gilpin,Colorado,6243.0
Grand,Colorado,15734.0
Gunnison,Colorado,17462.0
Hinsdale,Colorado,820.0
Huerfano,Colorado,6897.0
Jackson,Colorado,1392.0
Jefferson,Colorado,582881.0
Kiowa,Colorado,1406.0
Kit Carson,Colorado,7097.0
Lake,Colorado,8127.0
La Plata,Colorado,56221.0
Larimer,Colorado,356899.0
Las Animas,Colorado,14506.0
Lincoln,Colorado,5701.0
Logan,Colorado,22409.0
Mesa,Colorado,154210.0
Mineral,Colorado,769.0
Moffat,Colorado,13283.0
Montezuma,Colorado,26183.0
Montrose,Colorado,42758.0
Morgan,Colorado,29068.0
Otero,Colorado,18278.0
Ouray,Colorado,4952.0
Park,Colorado,18845.0
Phillips,Colorado,4265.0
Pitkin,Colorado,17767.0
Prowers,Colorado,12172.0
Pueblo,Colorado,168424.0
Rio Blanco,Colorado,6324.0
Rio Grande,Colorado,11267.0
Routt,Colorado,25638.0
Saguache,Colorado,6824.0
San Juan,Colorado,728.0
San Miguel,Colorado,8179.0
Sedgwick,Colorado,2248.0
Summit,Colorado,31011.0
Teller,Colorado,25388.0
Washington,Colorado,4908.0
Weld,Colorado,324492.0
Yuma,Colorado,10019.0
Fairfield,Connecticut,943332.0
Hartford,Connecticut,891720.0
Litchfield,Connecticut,180333.0
Middlesex,Connecticut,162436.0
New Haven,Connecticut,854757.0
New London,Connecticut,265206.0
Tolland,Connecticut,150721.0
Windham,Connecticut,116782.0
Kent,Delaware,180786.0
New Castle,Delaware,558753.0
Sussex,Delaware,234225.0
District of Columbia,District of Columbia,705749.0
Alachua,Florida,269043.0
Baker,Florida,29210.0
Bay,Florida,174705.0
Bradford,Florida,28201.0
Brevard,Florida,601942.0
Broward,Florida,1952778.0
Calhoun,Florida,14105.0
Charlotte,Florida,188910.0
Citrus,Florida,149657.0
Clay,Florida,219252.0
Collier,Florida,384902.0
Columbia,Florida,71686.0
DeSoto,Florida,38001.0
Dixie,Florida,16826.0
Duval,Florida,957755.0
Escambia,Florida,318316.0
Flagler,Florida,115081.0
Franklin,Florida,12125.0
Gadsden,Florida,45660.0
Gilchrist,Florida,18582.0
Glades,Florida,13811.0
Gulf,Florida,13639.0
Hamilton,Florida,14428.0
Hardee,Florida,26937.0
Hendry,Florida,42022.0
Hernando,Florida,193920.0
Highlands,Florida,106221.0
Hillsborough,Florida,1471968.0
Holmes,Florida,19617.0
Indian River,Florida,159923.0
Jackson,Florida,46414.0
Jefferson,Florida,14246.0
Lafayette,Florida,8422.0
Lake,Florida,367118.0
Lee,Florida,770577.0
Leon,Florida,293582.0
Levy,Florida,41503.0
Liberty,Florida,8354.0
Madison,Florida,18493.0
Manatee,Florida,403253.0
Marion,Florida,365579.0
Martin,Florida,161000.0
Miami-Dade,Florida,2716940.0
Monroe,Florida,74228.0
Nassau,Florida,88625.0
Okaloosa,Florida,210738.0
Okeechobee,Florida,42168.0
Orange,Florida,1393452.0
Osceola,Florida,375751.0
Palm Beach,Florida,1496770.0
Pasco,Florida,553947.0
Pinellas,Florida,974996.0
Polk,Florida,724777.0
Putnam,Florida,74521.0
St. Johns,Florida,264672.0
St. Lucie,Florida,328297.0
Santa Rosa,Florida,184313.0
Sarasota,Florida,433742.0
Seminole,Florida,471826.0
Sumter,Florida,132420.0
Suwannee,Florida,44417.0
Taylor,Florida,21569.0
Union,Florida,15237.0
Volusia,Florida,553284.0
Wakulla,Florida,33739.0
Walton,Florida,74071.0
Washington,Florida,25473.0
Appling,Georgia,18386.0
Atkinson,Georgia,8165.0
Bacon,Georgia,11164.0
Baker,Georgia,3038.0
Baldwin,Georgia,44890.0
Banks,Georgia,19234.0
Barrow,Georgia,83240.0
Bartow,Georgia,107738.0
Ben Hill,Georgia,16700.0
Berrien,Georgia,19397.0
Bibb,Georgia,153159.0
Bleckley,Georgia,12873.0
Brantley,Georgia,19109.0
Brooks,Georgia,15457.0
Bryan,Georgia,39627.0
Bulloch,Georgia,79608.0
Burke,Georgia,22383.0
Butts,Georgia,24936.0
Calhoun,Georgia,6189.0
Camden,Georgia,54666.0
Candler,Georgia,10803.0
Carroll,Georgia,119992.0
Catoosa,Georgia,67580.0
Charlton,Georgia,13392.0
Chatham,Georgia,289430.0
Chattahoochee,Georgia,10907.0
Chattooga,Georgia,24789.0
Cherokee,Georgia,258773.0
Clarke,Georgia,128331.0
Clay,Georgia,2834.0
Clayton,Georgia,292256.0
Clinch,Georgia,6618.0
Cobb,Georgia,760141.0
Coffee,Georgia,43273.0
Colquitt,Georgia,45600.0
Columbia,Georgia,156714.0
Cook,Georgia,17270.0
Coweta,Georgia,148509.0
Crawford,Georgia,12404.0
Crisp,Georgia,22372.0
Dade,Georgia,16116.0
Dawson,Georgia,26108.0
Decatur,Georgia,26404.0
DeKalb,Georgia,759297.0
Dodge,Georgia,20605.0
Dooly,Georgia,13390.0
Dougherty,Georgia,87956.0
Douglas,Georgia,146343.0
Early,Georgia,10190.0
Echols,Georgia,4006.0
Effingham,Georgia,64296.0
Elbert,Georgia,19194.0
Emanuel,Georgia,22646.0
Evans,Georgia,10654.0
Fannin,Georgia,26188.0
Fayette,Georgia,114421.0
Floyd,Georgia,98498.0
Forsyth,Georgia,244252.0
Franklin,Georgia,23349.0
Fulton,Georgia,1063937.0
Gilmer,Georgia,31369.0
Glascock,Georgia,2971.0
Glynn,Georgia,85292.0
Gordon,Georgia,57963.0
Grady,Georgia,24633.0
Greene,Georgia,18324.0
Gwinnett,Georgia,936250.0
Habersham,Georgia,45328.0
Hall,Georgia,204441.0
Hancock,Georgia,8457.0
Haralson,Georgia,29792.0
Harris,Georgia,35236.0
Hart,Georgia,26205.0
Heard,Georgia,11923.0
Henry,Georgia,234561.0
Houston,Georgia,157863.0
Irwin,Georgia,9416.0
Jackson,Georgia,72977.0
Jasper,Georgia,14219.0
Jeff Davis,Georgia,15115.0
Jefferson,Georgia,15362.0
Jenkins,Georgia,8676.0
Johnson,Georgia,9643.0
Jones,Georgia,28735.0
Lamar,Georgia,19077.0
Lanier,Georgia,10423.0
Laurens,Georgia,47546.0
Lee,Georgia,29992.0
Liberty,Georgia,61435.0
Lincoln,Georgia,7921.0
Long,Georgia,19559.0
Lowndes,Georgia,117406.0
Lumpkin,Georgia,33610.0
McDuffie,Georgia,21312.0
McIntosh,Georgia,14378.0
Macon,Georgia,12947.0
Madison,Georgia,29880.0
Marion,Georgia,8359.0
Meriwether,Georgia,21167.0
Miller,Georgia,5718.0
Mitchell,Georgia,21863.0
Monroe,Georgia,27578.0
Montgomery,Georgia,9172.0
Morgan,Georgia,19276.0
Murray,Georgia,40096.0
Muscogee,Georgia,195769.0
Newton,Georgia,111744.0
Oconee,Georgia,40280.0
Oglethorpe,Georgia,15259.0
Paulding,Georgia,168667.0
Peach,Georgia,27546.0
Pickens,Georgia,32591.0
Pierce,Georgia,19465.0
Pike,Georgia,18962.0
Polk,Georgia,42613.0
Pulaski,Georgia,11137.0
Putnam,Georgia,22119.0
Quitman,Georgia,2299.0
Rabun,Georgia,17137.0
Randolph,Georgia,6778.0
Richmond,Georgia,202518.0
Rockdale,Georgia,90896.0
Schley,Georgia,5257.0
Screven,Georgia,13966.0
Seminole,Georgia,8090.0
Spalding,Georgia,66703.0
Stephens,Georgia,25925.0
Stewart,Georgia,6621.0
Sumter,Georgia,29524.0
Talbot,Georgia,6195.0
Taliaferro,Georgia,1537.0
Tattnall,Georgia,25286.0
Taylor,Georgia,8020.0
Telfair,Georgia,15860.0
Terrell,Georgia,8531.0
Thomas,Georgia,44451.0
Tift,Georgia,40644.0
Toombs,Georgia,26830.0
Towns,Georgia,12037.0
Treutlen,Georgia,6901.0
Troup,Georgia,69922.0
Turner,Georgia,7985.0
Twiggs,Georgia,8120.0
Union,Georgia,24511.0
Upson,Georgia,26320.0
Walker,Georgia,69761.0
Walton,Georgia,94593.0
Ware,Georgia,35734.0
Warren,Georgia,5254.0
Washington,Georgia,20374.0
Wayne,Georgia,29927.0
Webster,Georgia,2607.0
Wheeler,Georgia,7855.0
White,Georgia,30798.0
Whitfield,Georgia,104628.0
Wilcox,Georgia,8635.0
Wilkes,Georgia,9777.0
Wilkinson,Georgia,8954.0
Worth,Georgia,20247.0
Hawaii,Hawaii,201513.0
Honolulu,Hawaii,974563.0
Kalawao,Hawaii,86.0
Kauai,Hawaii,72293.0
Maui,Hawaii,167417.0
Ada,Idaho,481587.0
Adams,Idaho,4294.0
Bannock,Idaho,87808.0
Bear Lake,Idaho,6125.0
Benewah,Idaho,9298.0
Bingham,Idaho,46811.0
Blaine,Idaho,23021.0
Boise,Idaho,7831.0
Bonner,Idaho,45739.0
Bonneville,Idaho,119062.0
Boundary,Idaho,12245.0
Butte,Idaho,2597.0
Camas,Idaho,1106.0
Canyon,Idaho,229849.0
Caribou,Idaho,7155.0
Cassia,Idaho,24030.0
Clark,Idaho,845.0
Clearwater,Idaho,8756.0
Custer,Idaho,4315.0
Elmore,Idaho,27511.0
Franklin,Idaho,13876.0
Fremont,Idaho,13099.0
Gem,Idaho,18112.0
Gooding,Idaho,15179.0
Idaho,Idaho,16667.0
Jefferson,Idaho,29871.0
Jerome,Idaho,24412.0
Kootenai,Idaho,165697.0
Latah,Idaho,40108.0
Lemhi,Idaho,8027.0
Lewis,Idaho,3838.0
Lincoln,Idaho,5366.0
Madison,Idaho,39907.0
Minidoka,Idaho,21039.0
Nez Perce,Idaho,40408.0
Oneida,Idaho,4531.0
Owyhee,Idaho,11823.0
Payette,Idaho,23951.0
Power,Idaho,7681.0
Shoshone,Idaho,12882.0
Teton,Idaho,12142.0
Twin Falls,Idaho,86878.0
Valley,Idaho,11392.0
Washington,Idaho,10194.0
Adams,Illinois,65435.0
Alexander,Illinois,5761.0
Bond,Illinois,16426.0
Boone,Illinois,53544.0
Brown,Illinois,6578.0
Bureau,Illinois,32628.0
Calhoun,Illinois,4739.0
Carroll,Illinois,14305.0
Cass,Illinois,12147.0
Champaign,Illinois,209689.0
Christian,Illinois,32304.0
Clark,Illinois,15441.0
Clay,Illinois,13184.0
Clinton,Illinois,37562.0
Coles,Illinois,50621.0
Cook,Illinois,5150233.0
Crawford,Illinois,18667.0
Cumberland,Illinois,10766.0
DeKalb,Illinois,104897.0
De Witt,Illinois,15638.0
Douglas,Illinois,19465.0
DuPage,Illinois,922921.0
Edgar,Illinois,17161.0
Edwards,Illinois,6395.0
Effingham,Illinois,34008.0
Fayette,Illinois,21336.0
Ford,Illinois,12961.0
Franklin,Illinois,38469.0
Fulton,Illinois,34340.0
Gallatin,Illinois,4828.0
Greene,Illinois,12969.0
Grundy,Illinois,51054.0
Hamilton,Illinois,8116.0
Hancock,Illinois,17708.0
Hardin,Illinois,3821.0
Henderson,Illinois,6646.0
Henry,Illinois,48913.0
Iroquois,Illinois,27114.0
Jackson,Illinois,56750.0
Jasper,Illinois,9610.0
Jefferson,Illinois,37684.0
Jersey,Illinois,21773.0
Jo Daviess,Illinois,21235.0
Johnson,Illinois,12417.0
Kane,Illinois,532403.0
Kankakee,Illinois,109862.0
Kendall,Illinois,128990.0
Knox,Illinois,49699.0
Lake,Illinois,696535.0
LaSalle,Illinois,108669.0
Lawrence,Illinois,15678.0
Lee,Illinois,34096.0
Livingston,Illinois,35648.0
Logan,Illinois,28618.0
McDonough,Illinois,29682.0
McHenry,Illinois,307774.0
McLean,Illinois,171517.0
Macon,Illinois,104009.0
Macoupin,Illinois,44926.0
Madison,Illinois,262966.0
Marion,Illinois,37205.0
Marshall,Illinois,11438.0
Mason,Illinois,13359.0
Massac,Illinois,13772.0
Menard,Illinois,12196.0
Mercer,Illinois,15437.0
Monroe,Illinois,34637.0
Montgomery,Illinois,28414.0
Morgan,Illinois,33658.0
Moultrie,Illinois,14501.0
Ogle,Illinois,50643.0
Peoria,Illinois,179179.0
Perry,Illinois,20916.0
Piatt,Illinois,16344.0
Pike,Illinois,15561.0
Pope,Illinois,4177.0
Pulaski,Illinois,5335.0
Putnam,Illinois,5739.0
Randolph,Illinois,31782.0
Richland,Illinois,15513.0
Rock Island,Illinois,141879.0
St. Clair,Illinois,259686.0
Saline,Illinois,23491.0
Sangamon,Illinois,194672.0
Schuyler,Illinois,6768.0
Scott,Illinois,4951.0
Shelby,Illinois,21634.0
Stark,Illinois,5342.0
Stephenson,Illinois,44498.0
Tazewell,Illinois,131803.0
Union,Illinois,16653.0
Vermilion,Illinois,75758.0
Wabash,Illinois,11520.0
Warren,Illinois,16844.0
Washington,Illinois,13887.0
Wayne,Illinois,16215.0
White,Illinois,13537.0
Whiteside,Illinois,55175.0
Will,Illinois,690743.0
Williamson,Illinois,66597.0
Winnebago,Illinois,282572.0
Woodford,Illinois,38459.0
Adams,Indiana,35777.0
Allen,Indiana,379299.0
Bartholomew,Indiana,83779.0
Benton,Indiana,8748.0
Blackford,Indiana,11758.0
Boone,Indiana,67843.0
Brown,Indiana,15092.0
Carroll,Indiana,20257.0
Cass,Indiana,37689.0
Clark,Indiana,118302.0
Clay,Indiana,26225.0
Clinton,Indiana,32399.0
Crawford,Indiana,10577.0
Daviess,Indiana,33351.0
Dearborn,Indiana,49458.0
Decatur,Indiana,26559.0
DeKalb,Indiana,43475.0
Delaware,Indiana,114135.0
Dubois,Indiana,42736.0
Elkhart,Indiana,206341.0
Fayette,Indiana,23102.0
Floyd,Indiana,78522.0
Fountain,Indiana,16346.0
Franklin,Indiana,22758.0
Fulton,Indiana,19974.0
Gibson,Indiana,33659.0
Grant,Indiana,65769.0
Greene,Indiana,31922.0
Hamilton,Indiana,338011.0
Hancock,Indiana,78168.0
Harrison,Indiana,40515.0
Hendricks,Indiana,170311.0
Henry,Indiana,47972.0
Howard,Indiana,82544.0
Huntington,Indiana,36520.0
Jackson,Indiana,44231.0
Jasper,Indiana,33562.0
Jay,Indiana,20436.0
Jefferson,Indiana,32308.0
Jennings,Indiana,27735.0
Johnson,Indiana,158167.0
Knox,Indiana,36594.0
Kosciusko,Indiana,79456.0
LaGrange,Indiana,39614.0
Lake,Indiana,485493.0
LaPorte,Indiana,109888.0
Lawrence,Indiana,45370.0
Madison,Indiana,129569.0
Marion,Indiana,964582.0
Marshall,Indiana,46258.0
Martin,Indiana,10255.0
Miami,Indiana,35516.0
Monroe,Indiana,148431.0
Montgomery,Indiana,38338.0
Morgan,Indiana,70489.0
Newton,Indiana,13984.0
Noble,Indiana,47744.0
Ohio,Indiana,5875.0
Orange,Indiana,19646.0
Owen,Indiana,20799.0
Parke,Indiana,16937.0
Perry,Indiana,19169.0
Pike,Indiana,12389.0
Porter,Indiana,170389.0
Posey,Indiana,25427.0
Pulaski,Indiana,12353.0
Putnam,Indiana,37576.0
Randolph,Indiana,24665.0
Ripley,Indiana,28324.0
Rush,Indiana,16581.0
St. Joseph,Indiana,271826.0
Scott,Indiana,23873.0
Shelby,Indiana,44729.0
Spencer,Indiana,20277.0
Starke,Indiana,22995.0
Steuben,Indiana,34594.0
Sullivan,Indiana,20669.0
Switzerland,Indiana,10751.0
Tippecanoe,Indiana,195732.0
Tipton,Indiana,15148.0
Union,Indiana,7054.0
Vanderburgh,Indiana,181451.0
Vermillion,Indiana,15498.0
Vigo,Indiana,107038.0
Wabash,Indiana,30996.0
Warren,Indiana,8265.0
Warrick,Indiana,62998.0
Washington,Indiana,28036.0
Wayne,Indiana,65884.0
Wells,Indiana,28296.0
White,Indiana,24102.0
Whitley,Indiana,33964.0
Adair,Iowa,7152.0
Adams,Iowa,3602.0
Allamakee,Iowa,13687.0
Appanoose,Iowa,12426.0
Audubon,Iowa,5496.0
Benton,Iowa,25645.0
Black Hawk,Iowa,131228.0
Boone,Iowa,26234.0
Bremer,Iowa,25062.0
Buchanan,Iowa,21175.0
Buena Vista,Iowa,19620.0
